model	test_family	test_circuit	candidate_rows	measured_feasible_candidate_rows	mae_cycles	rmse_cycles	oracle_uid	oracle_scheme	oracle_cycles	single_baseline_cycles	single_baseline_scheme	safe_anchor_uid	safe_anchor_scheme	selection_action	selection_reason	selected_action_uid	predicted_best_uid	predicted_best_scheme	predicted_best_actual_cycles	predicted_best_feasible_probability	feasibility_gate_fallback	feasibility_gate_kind	feasibility_gate_identifiable	feasibility_gate_train_rows	feasibility_gate_train_negative_rows	predicted_best_detected_faults	d95	d95_feasible	unsafe_combo_selection	beats_single_baseline	oracle_can_beat_single	opportunity_captured	saved_cycles_vs_single	gain_vs_single_percent	fallback_gain_vs_single_percent	regret_percent	exact_candidate	correct_scheme	validation_family	best_validation_loss
xgboost_scalar	iwls_spi	spi	736	736	8278.93645004256	8338.233191599518	fixed:7c7668aae84a4c891671aa93	H64-F4	13319	15360	FullScan-F4	fixed:fc36543ae4e65d82354bd34b	FullScan-F4	candidate	MODEL_CANDIDATE	fixed:2805b0d71c1a392689fa6753	fixed:2805b0d71c1a392689fa6753	H64-M16-F4	14392	0.9998986721038818	0	xgboost_classifier	1	10431	1	9902	9898	1	0	1	1	1	968	6.302083333333333	6.302083333333333	8.05616037240033	0	0		
xgboost_scalar	iwls_tv80	tv80	851	851	3755.9892907093263	4020.8881205551083	fixed:eb29756ad9ac7b3d8d7f9989	H64-M16-F4	6994	19781	FullScan-F4	fixed:076766ae0aa32a58c07cdce0	FullScan-F4	candidate	MODEL_CANDIDATE	fixed:077b37ac4f410de283d256e8	fixed:077b37ac4f410de283d256e8	H64-M16-F4	11629	0.999896764755249	0	xgboost_classifier	1	10316	1	24256	24254	1	0	1	1	1	8152	41.21126333350185	41.21126333350185	66.27108950529025	0	1		
xgboost_scalar	iwls_wb_dma	wb_dma	651	651	1429.3431479510623	1509.057662740281	fixed:e3c6038505f9315b081dcb07	H64-M16-F4	1770	6432	FullScan-F4	fixed:d1631693dcc00120c0163cf9	FullScan-F4	candidate	MODEL_CANDIDATE	fixed:9c537db57a7da5e1fbb73e4e	fixed:9c537db57a7da5e1fbb73e4e	H64-F4	2715	0.9992051720619202	0	xgboost_classifier	1	10516	1	16733	16633	1	0	1	1	1	3717	57.78917910447762	57.78917910447762	53.38983050847458	0	0		
graphsage	iscas89_s13207	s13207	667	667	1781.2276578280164	1909.9433547236551	fixed:3a262e8013a897f919cb3c3c	H64-M16-F4	3220	9983	FullScan-F4	fixed:aae71c42f273f42c853b3ab9	FullScan-F4	candidate	MODEL_CANDIDATE	fixed:a110da69f8fdc2603cdc4066	fixed:a110da69f8fdc2603cdc4066	H64-M16-F4	4685	0.9998961687088013	0	xgboost_classifier	1	10500	1	13131	13120	1	0	1	1	1	5298	53.07021937293399	53.07021937293399	45.49689440993789	0	1	iscas89_s15850	0.005340693052858114
graphsage	iscas89_s15850	s15850	730	730	741.1327560879188	909.4835731600772	fixed:76e2985684609b62055c18ea	H64-M16-F4	2558	7021	FullScan-F4	fixed:bf42094d01c9de062d3eb684	FullScan-F4	candidate	MODEL_CANDIDATE	fixed:b2afcc306f2d3d323666705a	fixed:b2afcc306f2d3d323666705a	H64-F4	7085	0.9992115497589111	0	xgboost_classifier	1	10437	1	15320	15267	1	0	0	1	0	-64	-0.911551061102407	0.0	176.9741985926505	0	0	iscas89_s35932	0.003250286215916276
graphsage	iscas89_s35932	s35932	426	426	4809.664015060474	4937.246069125232	fixed:a77e37ce83c811088324a1ca	H64-F4	1505	1505	ComScan-H64	fixed:8f84fd3c98f7a5408dcfbdbb	FullScan-F4	candidate	MODEL_CANDIDATE	fixed:d237b060e340be618f083e9c	fixed:d237b060e340be618f083e9c	H64-M16-F4	4901	0.9998971223831177	0	xgboost_classifier	1	10741	1	41326	41236	1	0	0	0	0	-3396	-225.64784053156149	0.0	225.64784053156149	0	0	iscas89_s38417	0.0162037406116724
graphsage	iscas89_s38417	s38417	720	720	1321.445209874254	1738.0865169964618	fixed:84bc635c1eeafd8d8245b030	H64-M16-F4	4892	5709	ComScan-H64	fixed:17e8570041a1a8d8319f0b8c	FullScan-F4	candidate	MODEL_CANDIDATE	fixed:4efffbd47656b94cda432147	fixed:4efffbd47656b94cda432147	H64-M16-F4	16188	0.9998987913131714	0	xgboost_classifier	1	10447	1	40476	40421	1	0	0	1	0	-10479	-183.5522858644246	0.0	230.90760425183973	0	1	iscas89_s38584	0.028977924957871437
graphsage	iscas89_s38584	s38584	721	721	2711.7601527477436	3190.432004110386	fixed:7140c3e7d7e9ca3300b1517c	H64-M16-F4	5436	6060	ComScan-H64	fixed:84c3c7bc71b28085819605ae	FullScan-F4	candidate	MODEL_CANDIDATE	fixed:5335e27eca74326132f75dc0	fixed:5335e27eca74326132f75dc0	H64-M16-F4	25483	0.9998986721038818	0	xgboost_classifier	1	10446	1	53004	52938	1	0	0	1	0	-19423	-320.5115511551155	0.0	368.7821927888153	0	1	iscas89_s5378	0.013548985123634338
graphsage	iscas89_s5378	s5378	703	703	620.4202697580604	721.3147565317946	fixed:52a53ce2857438dcfa16e702	H64-M16-F4	1905	2915	FullScan-F4	fixed:e7c1edb976b7c482efeabc6d	FullScan-F4	candidate	MODEL_CANDIDATE	fixed:98c2e6c3adcab5898fddde3e	fixed:98c2e6c3adcab5898fddde3e	H64-F4	3198	0.9992061257362366	0	xgboost_classifier	1	10464	1	5550	5543	1	0	0	1	0	-283	-9.708404802744425	0.0	67.8740157480315	0	0	iscas89_s9234	0.05036230757832527
graphsage	iscas89_s9234	s9234	736	736	669.2889488052739	801.9651571398557	fixed:f4525b035e88d7ea4a71262a	H64-M16-F4	2744	4126	FullScan-F4	fixed:0509ce7b4f947ed973c3afef	FullScan-F4	candidate	MODEL_CANDIDATE	fixed:0c523e8fe7906aa8b180d676	fixed:0c523e8fe7906aa8b180d676	H64-F4	4476	0.9992057681083679	0	xgboost_classifier	1	10431	1	7182	7171	1	0	0	1	0	-350	-8.482792050412021	0.0	63.11953352769679	0	0	itc99_b14_connected	0.0447721853852272
graphsage	itc99_b14_connected	b18	757	757	16473.08512430635	27566.19032193132	fixed:e1e452af59b3939dca863bf9	H64-M16-F4	26353	28673	ComScan-H64	fixed:dfe7138bca9da93eea039dd3	FullScan-F4	single_baseline	ABSTAIN_SINGLE_CLASS	fixed:dfe7138bca9da93eea039dd3		FullScan-F4	399111		1	unidentifiable_single_class	0	7794	0	233760	230387	1	0	0	1	0	0	0.0	0.0	1414.4803248207036	0	0	iwls_aes_core	0.011732387356460094
graphsage	itc99_b14_connected	b20	837	837	1921.6594763287792	2544.716351225615	fixed:a756b897ff3f2b333c89ebc4	H64-M16-F4	6805	17427	FullScan-F4	fixed:80efcdf332a6a67ed5de9b04	FullScan-F4	single_baseline	ABSTAIN_SINGLE_CLASS	fixed:80efcdf332a6a67ed5de9b04		FullScan-F4	46065		1	unidentifiable_single_class	0	7794	0	45242	44063	1	0	0	1	0	0	0.0	0.0	576.9287288758266	0	0	iwls_aes_core	0.011732387356460094
graphsage	itc99_b14_connected	b21	900	899	2735.604639804469	3655.553965568434	fixed:be7247d28bd3c354a159b9ad	H64-M16-F4	8173	20979	FullScan-F4	fixed:d96a4634cea9802d8b933dee	FullScan-F4	single_baseline	ABSTAIN_SINGLE_CLASS	fixed:d96a4634cea9802d8b933dee		FullScan-F4	50172		1	unidentifiable_single_class	0	7794	0	46573	45513	1	0	0	1	0	0	0.0	0.0	513.8749541172152	0	0	iwls_aes_core	0.011732387356460094
graphsage	itc99_b14_connected	b22	879	879	2999.2240655157752	4191.989542609618	fixed:ded28982dc93ecc9ac507e2f	H64-M16-F4	9010	26690	FullScan-F4	fixed:8514e3a45cc54d78d7ce4dd7	FullScan-F4	single_baseline	ABSTAIN_SINGLE_CLASS	fixed:8514e3a45cc54d78d7ce4dd7		FullScan-F4	82425		1	unidentifiable_single_class	0	7794	0	67751	66124	1	0	0	1	0	0	0.0	0.0	814.8168701442842	0	0	iwls_aes_core	0.011732387356460094
graphsage	iwls_aes_core	aes_core	853	853	4017.277227467417	4512.42875844998	fixed:5399d3695c6e805b5594bf3d	H64-M16-F4	7513	8493	ComScan-H64	fixed:def91edcb88409f6262815c2	FullScan-F4	candidate	MODEL_CANDIDATE	fixed:01dfe5b8d560365e813a8862	fixed:01dfe5b8d560365e813a8862	H64-M16-F4	30019	0.9798833727836609	0	xgboost_classifier	1	10314	1	67775	67656	1	0	0	1	0	-21526	-253.45578711880373	0.0	299.5607613469985	0	1	iwls_spi	3.1226906776428223
graphsage	iwls_spi	spi	736	736	8520.694427007486	8568.674805068631	fixed:7c7668aae84a4c891671aa93	H64-F4	13319	15360	FullScan-F4	fixed:fc36543ae4e65d82354bd34b	FullScan-F4	candidate	MODEL_CANDIDATE	fixed:e0f34fcfc35611c423c1a3e7	fixed:e0f34fcfc35611c423c1a3e7	H64-M16-F4	14448	0.9998986721038818	0	xgboost_classifier	1	10431	1	9901	9898	1	0	1	1	1	912	5.9375	5.9375	8.476612358285157	0	0	iwls_tv80	0.06074171140789986
graphsage	iwls_tv80	tv80	851	851	9269.211351514563	9471.271560186395	fixed:eb29756ad9ac7b3d8d7f9989	H64-M16-F4	6994	19781	FullScan-F4	fixed:076766ae0aa32a58c07cdce0	FullScan-F4	candidate	MODEL_CANDIDATE	fixed:98b2e0a77b09b3b6105534eb	fixed:98b2e0a77b09b3b6105534eb	H64-M16-F4	19219	0.9990573525428772	0	xgboost_classifier	1	10316	1	24264	24254	1	0	1	1	1	562	2.841110156210505	2.841110156210505	174.7926794395196	0	1	iwls_wb_dma	0.0035278713330626488
graphsage	iwls_wb_dma	wb_dma	651	651	618.29129328074	695.2644021517684	fixed:e3c6038505f9315b081dcb07	H64-M16-F4	1770	6432	FullScan-F4	fixed:d1631693dcc00120c0163cf9	FullScan-F4	candidate	MODEL_CANDIDATE	fixed:b3eb88e3ca9c8e410d51bd71	fixed:b3eb88e3ca9c8e410d51bd71	H64-M16-F4	5943	0.9998961687088013	0	xgboost_classifier	1	10516	1	16757	16633	1	0	1	1	1	489	7.602611940298508	7.602611940298508	235.76271186440678	0	1	iscas89_s13207	0.02336709201335907
