action_uid	circuit	action_scheme	mode_stack	h_patterns	m_patterns	repeat_measurement_count	source_candidate_uids	source_stages	outcome_conflict	outcome_conflict_fields
b20:HMF:h84:m88	b20	HMF	H64-M16-F4	84	88	1	b20:hmf_refine:H64-M16-F4:174	hmf_refine	false	
b20:HMF:h84:m90	b20	HMF	H64-M16-F4	84	90	1	b20:hmf_refine:H64-M16-F4:210	hmf_refine	false	
b20:HMF:h84:m92	b20	HMF	H64-M16-F4	84	92	1	b20:hmf_refine:H64-M16-F4:175	hmf_refine	false	
b20:HMF:h84:m94	b20	HMF	H64-M16-F4	84	94	1	b20:hmf_refine:H64-M16-F4:328	hmf_refine	false	
b20:HMF:h84:m95	b20	HMF	H64-M16-F4	84	95	1	b20:hmf_refine:H64-M16-F4:211	hmf_refine	false	
b20:HMF:h84:m96	b20	HMF	H64-M16-F4	84	96	1	b20:hmf_refine:H64-M16-F4:176	hmf_refine	false	
b20:HMF:h84:m98	b20	HMF	H64-M16-F4	84	98	1	b20:hmf_refine:H64-M16-F4:329	hmf_refine	false	
b20:HMF:h86:m92	b20	HMF	H64-M16-F4	86	92	1	b20:hmf_refine:H64-M16-F4:335	hmf_refine	false	
b20:HMF:h86:m94	b20	HMF	H64-M16-F4	86	94	1	b20:hmf_refine:H64-M16-F4:182	hmf_refine	false	
b20:HMF:h86:m96	b20	HMF	H64-M16-F4	86	96	1	b20:hmf_refine:H64-M16-F4:183	hmf_refine	false	
b20:HMF:h86:m98	b20	HMF	H64-M16-F4	86	98	1	b20:hmf_refine:H64-M16-F4:184	hmf_refine	false	
b20:HMF:h87:m95	b20	HMF	H64-M16-F4	87	95	1	b20:hmf_refine:H64-M16-F4:190	hmf_refine	false	
b20:HMF:h87:m96	b20	HMF	H64-M16-F4	87	96	1	b20:hmf_refine:H64-M16-F4:191	hmf_refine	false	
b20:HMF:h87:m97	b20	HMF	H64-M16-F4	87	97	1	b20:hmf_refine:H64-M16-F4:192	hmf_refine	false	
b20:HMF:h88:m94	b20	HMF	H64-M16-F4	88	94	1	b20:hmf_refine:H64-M16-F4:198	hmf_refine	false	
b20:HMF:h88:m95	b20	HMF	H64-M16-F4	88	95	1	b20:hmf_refine:H64-M16-F4:199	hmf_refine	false	
b20:HMF:h88:m96	b20	HMF	H64-M16-F4	88	96	1	b20:hmf_refine:H64-M16-F4:200	hmf_refine	false	
b20:HMF:h89:m100	b20	HMF	H64-M16-F4	89	100	1	b20:hmf_refine:H64-M16-F4:216	hmf_refine	false	
b20:HMF:h89:m102	b20	HMF	H64-M16-F4	89	102	1	b20:hmf_refine:H64-M16-F4:331	hmf_refine	false	
b20:HMF:h89:m105	b20	HMF	H64-M16-F4	89	105	1	b20:hmf_refine:H64-M16-F4:217	hmf_refine	false	
b20:HMF:h89:m106	b20	HMF	H64-M16-F4	89	106	1	b20:hmf_refine:H64-M16-F4:173	hmf_refine	false	
b20:HMF:h89:m85	b20	HMF	H64-M16-F4	89	85	1	b20:hmf_refine:H64-M16-F4:214	hmf_refine	false	
b20:HMF:h89:m88	b20	HMF	H64-M16-F4	89	88	1	b20:hmf_refine:H64-M16-F4:177	hmf_refine	false	
b20:HMF:h89:m90	b20	HMF	H64-M16-F4	89	90	1	b20:hmf_refine:H64-M16-F4:215	hmf_refine	false	
b20:HMF:h89:m92	b20	HMF	H64-M16-F4	89	92	1	b20:hmf_refine:H64-M16-F4:171	hmf_refine	false	
b20:HMF:h89:m94	b20	HMF	H64-M16-F4	89	94	1	b20:hmf_refine:H64-M16-F4:185	hmf_refine	false	
b20:HMF:h89:m95	b20	HMF	H64-M16-F4	89	95	1	b20:hmf_refine:H64-M16-F4:193	hmf_refine	false	
b20:HMF:h89:m96	b20	HMF	H64-M16-F4	89	96	1	b20:hmf_refine:H64-M16-F4:178	hmf_refine	false	
b20:HMF:h89:m97	b20	HMF	H64-M16-F4	89	97	1	b20:hmf_refine:H64-M16-F4:194	hmf_refine	false	
b20:HMF:h89:m98	b20	HMF	H64-M16-F4	89	98	1	b20:hmf_refine:H64-M16-F4:186	hmf_refine	false	
b20:HMF:h89:m99	b20	HMF	H64-M16-F4	89	99	1	b20:hmf_refine:H64-M16-F4:172	hmf_refine	false	
b20:HMF:h90:m94	b20	HMF	H64-M16-F4	90	94	1	b20:hmf_refine:H64-M16-F4:201	hmf_refine	false	
b20:HMF:h90:m95	b20	HMF	H64-M16-F4	90	95	1	b20:hmf_refine:H64-M16-F4:202	hmf_refine	false	
b20:HMF:h90:m96	b20	HMF	H64-M16-F4	90	96	1	b20:hmf_refine:H64-M16-F4:203	hmf_refine	false	
b20:HMF:h91:m95	b20	HMF	H64-M16-F4	91	95	1	b20:hmf_refine:H64-M16-F4:195	hmf_refine	false	
b20:HMF:h91:m96	b20	HMF	H64-M16-F4	91	96	1	b20:hmf_refine:H64-M16-F4:196	hmf_refine	false	
b20:HMF:h91:m97	b20	HMF	H64-M16-F4	91	97	1	b20:hmf_refine:H64-M16-F4:197	hmf_refine	false	
b20:HMF:h92:m92	b20	HMF	H64-M16-F4	92	92	1	b20:hmf_refine:H64-M16-F4:336	hmf_refine	false	
b20:HMF:h92:m94	b20	HMF	H64-M16-F4	92	94	1	b20:hmf_refine:H64-M16-F4:187	hmf_refine	false	
b20:HMF:h92:m96	b20	HMF	H64-M16-F4	92	96	1	b20:hmf_refine:H64-M16-F4:188	hmf_refine	false	
b20:HMF:h92:m98	b20	HMF	H64-M16-F4	92	98	1	b20:hmf_refine:H64-M16-F4:189	hmf_refine	false	
b20:HMF:h94:m100	b20	HMF	H64-M16-F4	94	100	1	b20:hmf_refine:H64-M16-F4:221	hmf_refine	false	
b20:HMF:h94:m102	b20	HMF	H64-M16-F4	94	102	1	b20:hmf_refine:H64-M16-F4:334	hmf_refine	false	
b20:HMF:h94:m105	b20	HMF	H64-M16-F4	94	105	1	b20:hmf_refine:H64-M16-F4:222	hmf_refine	false	
b20:HMF:h94:m85	b20	HMF	H64-M16-F4	94	85	1	b20:hmf_refine:H64-M16-F4:218	hmf_refine	false	
b20:HMF:h94:m88	b20	HMF	H64-M16-F4	94	88	1	b20:hmf_refine:H64-M16-F4:179	hmf_refine	false	
b20:HMF:h94:m90	b20	HMF	H64-M16-F4	94	90	1	b20:hmf_refine:H64-M16-F4:219	hmf_refine	false	
b20:HMF:h94:m92	b20	HMF	H64-M16-F4	94	92	1	b20:hmf_refine:H64-M16-F4:180	hmf_refine	false	
b20:HMF:h94:m94	b20	HMF	H64-M16-F4	94	94	1	b20:hmf_refine:H64-M16-F4:332	hmf_refine	false	
b20:HMF:h94:m95	b20	HMF	H64-M16-F4	94	95	1	b20:hmf_refine:H64-M16-F4:220	hmf_refine	false	
b20:HMF:h94:m96	b20	HMF	H64-M16-F4	94	96	1	b20:hmf_refine:H64-M16-F4:181	hmf_refine	false	
b20:HMF:h94:m98	b20	HMF	H64-M16-F4	94	98	1	b20:hmf_refine:H64-M16-F4:333	hmf_refine	false	
b20:HMF:h99:m100	b20	HMF	H64-M16-F4	99	100	1	b20:hmf_refine:H64-M16-F4:226	hmf_refine	false	
b20:HMF:h99:m105	b20	HMF	H64-M16-F4	99	105	1	b20:hmf_refine:H64-M16-F4:227	hmf_refine	false	
b20:HMF:h99:m112	b20	HMF	H64-M16-F4	99	112	1	b20:hmf_refine:H64-M16-F4:324	hmf_refine	false	
b20:HMF:h99:m73	b20	HMF	H64-M16-F4	99	73	1	b20:hmf_refine:H64-M16-F4:163	hmf_refine	false	
b20:HMF:h99:m85	b20	HMF	H64-M16-F4	99	85	1	b20:hmf_refine:H64-M16-F4:223	hmf_refine	false	
b20:HMF:h99:m86	b20	HMF	H64-M16-F4	99	86	1	b20:hmf_refine:H64-M16-F4:164	hmf_refine	false	
b20:HMF:h99:m90	b20	HMF	H64-M16-F4	99	90	1	b20:hmf_refine:H64-M16-F4:224	hmf_refine	false	
b20:HMF:h99:m92	b20	HMF	H64-M16-F4	99	92	1	b20:hmf_refine:H64-M16-F4:315	hmf_refine	false	
b20:HMF:h99:m95	b20	HMF	H64-M16-F4	99	95	1	b20:hmf_refine:H64-M16-F4:225	hmf_refine	false	
b20:HMF:h99:m98	b20	HMF	H64-M16-F4	99	98	1	b20:hmf_refine:H64-M16-F4:323	hmf_refine	false	
b20:HMF:h99:m99	b20	HMF	H64-M16-F4	99	99	1	b20:hmf_refine:H64-M16-F4:165	hmf_refine	false	
b21:HF:h1	b21	HF	H64-F4	1		1	b21:hf_coarse:H64-F4:1	hf_coarse	false	
b21:HF:h135	b21	HF	H64-F4	135		1	b21:hf_coarse:H64-F4:4	hf_coarse	false	
b21:HF:h180	b21	HF	H64-F4	180		1	b21:hf_coarse:H64-F4:5	hf_coarse	false	
b21:HF:h226	b21	HF	H64-F4	226		2	b21:hf_coarse:H64-F4:6|b21:hf_refine:H64-F4:1	hf_coarse|hf_refine	false	
b21:HF:h248	b21	HF	H64-F4	248		1	b21:hf_refine:H64-F4:4	hf_refine	false	
b21:HF:h249	b21	HF	H64-F4	249		1	b21:hf_refine:H64-F4:16	hf_refine	false	
b21:HF:h253	b21	HF	H64-F4	253		1	b21:hf_refine:H64-F4:8	hf_refine	false	
b21:HF:h254	b21	HF	H64-F4	254		1	b21:hf_refine:H64-F4:17	hf_refine	false	
b21:HF:h256	b21	HF	H64-F4	256		1	b21:hf_refine:H64-F4:10	hf_refine	false	
b21:HF:h257	b21	HF	H64-F4	257		1	b21:hf_refine:H64-F4:12	hf_refine	false	
b21:HF:h258	b21	HF	H64-F4	258		1	b21:hf_refine:H64-F4:14	hf_refine	false	
b21:HF:h259	b21	HF	H64-F4	259		1	b21:hf_refine:H64-F4:6	hf_refine	false	
b21:HF:h260	b21	HF	H64-F4	260		1	b21:hf_refine:H64-F4:15	hf_refine	false	
b21:HF:h261	b21	HF	H64-F4	261		1	b21:hf_refine:H64-F4:13	hf_refine	false	
b21:HF:h262	b21	HF	H64-F4	262		1	b21:hf_refine:H64-F4:11	hf_refine	false	
b21:HF:h264	b21	HF	H64-F4	264		1	b21:hf_refine:H64-F4:18	hf_refine	false	
b21:HF:h265	b21	HF	H64-F4	265		1	b21:hf_refine:H64-F4:9	hf_refine	false	
b21:HF:h269	b21	HF	H64-F4	269		1	b21:hf_refine:H64-F4:19	hf_refine	false	
b21:HF:h271	b21	HF	H64-F4	271		2	b21:hf_coarse:H64-F4:7|b21:hf_refine:H64-F4:2	hf_coarse|hf_refine	false	
b21:HF:h283	b21	HF	H64-F4	283		1	b21:hf_refine:H64-F4:7	hf_refine	false	
b21:HF:h294	b21	HF	H64-F4	294		1	b21:hf_refine:H64-F4:5	hf_refine	false	
b21:HF:h316	b21	HF	H64-F4	316		2	b21:hf_coarse:H64-F4:8|b21:hf_refine:H64-F4:3	hf_coarse|hf_refine	false	
b21:HF:h326	b21	HF	H64-F4	326		1	b21:hf_refine:H64-F4:24	hf_refine	false	
b21:HF:h338	b21	HF	H64-F4	338		1	b21:hf_refine:H64-F4:22	hf_refine	false	
b21:HF:h344	b21	HF	H64-F4	344		1	b21:hf_refine:H64-F4:26	hf_refine	false	
b21:HF:h345	b21	HF	H64-F4	345		1	b21:hf_refine:H64-F4:33	hf_refine	false	
b21:HF:h347	b21	HF	H64-F4	347		1	b21:hf_refine:H64-F4:28	hf_refine	false	
b21:HF:h350	b21	HF	H64-F4	350		1	b21:hf_refine:H64-F4:25	hf_refine	false	
b21:HF:h351	b21	HF	H64-F4	351		1	b21:hf_refine:H64-F4:30	hf_refine	false	
b21:HF:h353	b21	HF	H64-F4	353		1	b21:hf_refine:H64-F4:29	hf_refine	false	
b21:HF:h354	b21	HF	H64-F4	354		1	b21:hf_refine:H64-F4:32	hf_refine	false	
b21:HF:h355	b21	HF	H64-F4	355		1	b21:hf_refine:H64-F4:31	hf_refine	false	
b21:HF:h356	b21	HF	H64-F4	356		1	b21:hf_refine:H64-F4:27	hf_refine	false	
b21:HF:h360	b21	HF	H64-F4	360		1	b21:hf_refine:H64-F4:34	hf_refine	false	
b21:HF:h361	b21	HF	H64-F4	361		2	b21:hf_coarse:H64-F4:9|b21:hf_refine:H64-F4:20	hf_coarse|hf_refine	false	
b21:HF:h365	b21	HF	H64-F4	365		1	b21:hf_refine:H64-F4:35	hf_refine	false	
b21:HF:h383	b21	HF	H64-F4	383		1	b21:hf_refine:H64-F4:38	hf_refine	false	
b21:HF:h384	b21	HF	H64-F4	384		1	b21:hf_refine:H64-F4:23	hf_refine	false	
b21:HF:h402	b21	HF	H64-F4	402		1	b21:hf_refine:H64-F4:49	hf_refine	false	
b21:HF:h406	b21	HF	H64-F4	406		2	b21:hf_coarse:H64-F4:10|b21:hf_refine:H64-F4:21	hf_coarse|hf_refine	false	
b21:HF:h407	b21	HF	H64-F4	407		1	b21:hf_refine:H64-F4:50	hf_refine	false	
b21:HF:h411	b21	HF	H64-F4	411		1	b21:hf_refine:H64-F4:42	hf_refine	false	
b21:HF:h412	b21	HF	H64-F4	412		1	b21:hf_refine:H64-F4:46	hf_refine	false	
b21:HF:h413	b21	HF	H64-F4	413		1	b21:hf_refine:H64-F4:48	hf_refine	false	
b21:HF:h414	b21	HF	H64-F4	414		1	b21:hf_refine:H64-F4:44	hf_refine	false	
b21:HF:h416	b21	HF	H64-F4	416		1	b21:hf_refine:H64-F4:47	hf_refine	false	
b21:HF:h417	b21	HF	H64-F4	417		1	b21:hf_refine:H64-F4:40	hf_refine	false	
b21:HF:h420	b21	HF	H64-F4	420		1	b21:hf_refine:H64-F4:45	hf_refine	false	
b21:HF:h422	b21	HF	H64-F4	422		1	b21:hf_refine:H64-F4:51	hf_refine	false	
b21:HF:h423	b21	HF	H64-F4	423		1	b21:hf_refine:H64-F4:43	hf_refine	false	
b21:HF:h428	b21	HF	H64-F4	428		1	b21:hf_refine:H64-F4:53	hf_refine	false	
b21:HF:h429	b21	HF	H64-F4	429		1	b21:hf_refine:H64-F4:39	hf_refine	false	
b21:HF:h441	b21	HF	H64-F4	441		1	b21:hf_refine:H64-F4:41	hf_refine	false	
b21:HF:h45	b21	HF	H64-F4	45		1	b21:hf_coarse:H64-F4:2	hf_coarse	false	
b21:HF:h451	b21	HF	H64-F4	451		2	b21:hf_coarse:H64-F4:11|b21:hf_refine:H64-F4:36	hf_coarse|hf_refine	false	
b21:HF:h455	b21	HF	H64-F4	455		1	b21:hf_refine:H64-F4:65	hf_refine	false	
b21:HF:h460	b21	HF	H64-F4	460		1	b21:hf_refine:H64-F4:66	hf_refine	false	
b21:HF:h462	b21	HF	H64-F4	462		1	b21:hf_refine:H64-F4:55	hf_refine	false	
b21:HF:h463	b21	HF	H64-F4	463		1	b21:hf_refine:H64-F4:61	hf_refine	false	
b21:HF:h464	b21	HF	H64-F4	464		1	b21:hf_refine:H64-F4:63	hf_refine	false	
b21:HF:h465	b21	HF	H64-F4	465		1	b21:hf_refine:H64-F4:59	hf_refine	false	
b21:HF:h466	b21	HF	H64-F4	466		1	b21:hf_refine:H64-F4:64	hf_refine	false	
b21:HF:h467	b21	HF	H64-F4	467		1	b21:hf_refine:H64-F4:62	hf_refine	false	
b21:HF:h468	b21	HF	H64-F4	468		1	b21:hf_refine:H64-F4:57	hf_refine	false	
b21:HF:h470	b21	HF	H64-F4	470		1	b21:hf_refine:H64-F4:67	hf_refine	false	
b21:HF:h471	b21	HF	H64-F4	471		1	b21:hf_refine:H64-F4:60	hf_refine	false	
b21:HF:h474	b21	HF	H64-F4	474		1	b21:hf_refine:H64-F4:54	hf_refine	false	
b21:HF:h475	b21	HF	H64-F4	475		1	b21:hf_refine:H64-F4:68	hf_refine	false	
b21:HF:h480	b21	HF	H64-F4	480		1	b21:hf_refine:H64-F4:58	hf_refine	false	
b21:HF:h486	b21	HF	H64-F4	486		1	b21:hf_refine:H64-F4:56	hf_refine	false	
b21:HF:h496	b21	HF	H64-F4	496		2	b21:hf_coarse:H64-F4:12|b21:hf_refine:H64-F4:37	hf_coarse|hf_refine	false	
b21:HF:h541	b21	HF	H64-F4	541		2	b21:hf_coarse:H64-F4:13|b21:hf_refine:H64-F4:52	hf_coarse|hf_refine	false	
b21:HF:h586	b21	HF	H64-F4	586		1	b21:hf_coarse:H64-F4:14	hf_coarse	false	
b21:HF:h630	b21	HF	H64-F4	630		1	b21:hf_coarse:H64-F4:15	hf_coarse	false	
b21:HF:h676	b21	HF	H64-F4	676		1	b21:hf_coarse:H64-F4:16	hf_coarse	false	
b21:HF:h722	b21	HF	H64-F4	722		1	b21:hf_coarse:H64-F4:17	hf_coarse	false	
b21:HF:h767	b21	HF	H64-F4	767		1	b21:hf_coarse:H64-F4:18	hf_coarse	false	
b21:HF:h812	b21	HF	H64-F4	812		1	b21:hf_coarse:H64-F4:19	hf_coarse	false	
b21:HF:h857	b21	HF	H64-F4	857		1	b21:hf_coarse:H64-F4:20	hf_coarse	false	
b21:HF:h90	b21	HF	H64-F4	90		1	b21:hf_coarse:H64-F4:3	hf_coarse	false	
b21:HF:h902	b21	HF	H64-F4	902		1	b21:hf_coarse:H64-F4:21	hf_coarse	false	
b21:HMF:h1:m104	b21	HMF	H64-M16-F4	1	104	1	b21:hmf_coarse:H64-M16-F4:5	hmf_coarse	false	
b21:HMF:h1:m130	b21	HMF	H64-M16-F4	1	130	1	b21:hmf_coarse:H64-M16-F4:6	hmf_coarse	false	
b21:HMF:h1:m156	b21	HMF	H64-M16-F4	1	156	1	b21:hmf_coarse:H64-M16-F4:7	hmf_coarse	false	
b21:HMF:h1:m182	b21	HMF	H64-M16-F4	1	182	1	b21:hmf_coarse:H64-M16-F4:8	hmf_coarse	false	
b21:HMF:h1:m208	b21	HMF	H64-M16-F4	1	208	1	b21:hmf_coarse:H64-M16-F4:9	hmf_coarse	false	
b21:HMF:h1:m234	b21	HMF	H64-M16-F4	1	234	1	b21:hmf_coarse:H64-M16-F4:10	hmf_coarse	false	
b21:HMF:h1:m26	b21	HMF	H64-M16-F4	1	26	1	b21:hmf_coarse:H64-M16-F4:2	hmf_coarse	false	
b21:HMF:h1:m52	b21	HMF	H64-M16-F4	1	52	1	b21:hmf_coarse:H64-M16-F4:3	hmf_coarse	false	
b21:HMF:h1:m78	b21	HMF	H64-M16-F4	1	78	1	b21:hmf_coarse:H64-M16-F4:4	hmf_coarse	false	
b21:HMF:h100:m125	b21	HMF	H64-M16-F4	100	125	1	b21:hmf_refine:H64-M16-F4:249	hmf_refine	false	
b21:HMF:h100:m132	b21	HMF	H64-M16-F4	100	132	1	b21:hmf_refine:H64-M16-F4:250	hmf_refine	false	
b21:HMF:h100:m139	b21	HMF	H64-M16-F4	100	139	1	b21:hmf_refine:H64-M16-F4:251	hmf_refine	false	
b21:HMF:h101:m117	b21	HMF	H64-M16-F4	101	117	1	b21:hmf_refine:H64-M16-F4:292	hmf_refine	false	
b21:HMF:h101:m122	b21	HMF	H64-M16-F4	101	122	1	b21:hmf_refine:H64-M16-F4:293	hmf_refine	false	
b21:HMF:h101:m127	b21	HMF	H64-M16-F4	101	127	1	b21:hmf_refine:H64-M16-F4:294	hmf_refine	false	
b21:HMF:h101:m132	b21	HMF	H64-M16-F4	101	132	1	b21:hmf_refine:H64-M16-F4:295	hmf_refine	false	
b21:HMF:h101:m137	b21	HMF	H64-M16-F4	101	137	1	b21:hmf_refine:H64-M16-F4:296	hmf_refine	false	
b21:HMF:h102:m136	b21	HMF	H64-M16-F4	102	136	1	b21:hmf_refine:H64-M16-F4:23	hmf_refine	false	
b21:HMF:h102:m143	b21	HMF	H64-M16-F4	102	143	1	b21:hmf_refine:H64-M16-F4:24	hmf_refine	false	
b21:HMF:h103:m127	b21	HMF	H64-M16-F4	103	127	1	b21:hmf_refine:H64-M16-F4:265	hmf_refine	false	
b21:HMF:h103:m129	b21	HMF	H64-M16-F4	103	129	1	b21:hmf_refine:H64-M16-F4:266	hmf_refine	false	
b21:HMF:h103:m131	b21	HMF	H64-M16-F4	103	131	1	b21:hmf_refine:H64-M16-F4:267	hmf_refine	false	
b21:HMF:h104:m126	b21	HMF	H64-M16-F4	104	126	1	b21:hmf_refine:H64-M16-F4:273	hmf_refine	false	
b21:HMF:h104:m127	b21	HMF	H64-M16-F4	104	127	1	b21:hmf_refine:H64-M16-F4:274	hmf_refine	false	
b21:HMF:h104:m128	b21	HMF	H64-M16-F4	104	128	1	b21:hmf_refine:H64-M16-F4:275	hmf_refine	false	
b21:HMF:h105:m126	b21	HMF	H64-M16-F4	105	126	1	b21:hmf_refine:H64-M16-F4:281	hmf_refine	false	
b21:HMF:h105:m127	b21	HMF	H64-M16-F4	105	127	1	b21:hmf_refine:H64-M16-F4:282	hmf_refine	false	
b21:HMF:h105:m128	b21	HMF	H64-M16-F4	105	128	1	b21:hmf_refine:H64-M16-F4:283	hmf_refine	false	
b21:HMF:h106:m117	b21	HMF	H64-M16-F4	106	117	1	b21:hmf_refine:H64-M16-F4:297	hmf_refine	false	
b21:HMF:h106:m121	b21	HMF	H64-M16-F4	106	121	1	b21:hmf_refine:H64-M16-F4:257	hmf_refine	false	
b21:HMF:h106:m122	b21	HMF	H64-M16-F4	106	122	1	b21:hmf_refine:H64-M16-F4:298	hmf_refine	false	
b21:HMF:h106:m125	b21	HMF	H64-M16-F4	106	125	1	b21:hmf_refine:H64-M16-F4:258	hmf_refine	false	
b21:HMF:h106:m126	b21	HMF	H64-M16-F4	106	126	1	b21:hmf_refine:H64-M16-F4:276	hmf_refine	false	
b21:HMF:h106:m127	b21	HMF	H64-M16-F4	106	127	1	b21:hmf_refine:H64-M16-F4:268	hmf_refine	false	
b21:HMF:h106:m128	b21	HMF	H64-M16-F4	106	128	1	b21:hmf_refine:H64-M16-F4:277	hmf_refine	false	
b21:HMF:h106:m129	b21	HMF	H64-M16-F4	106	129	1	b21:hmf_refine:H64-M16-F4:259	hmf_refine	false	
b21:HMF:h106:m131	b21	HMF	H64-M16-F4	106	131	1	b21:hmf_refine:H64-M16-F4:269	hmf_refine	false	
b21:HMF:h106:m132	b21	HMF	H64-M16-F4	106	132	1	b21:hmf_refine:H64-M16-F4:299	hmf_refine	false	
b21:HMF:h107:m126	b21	HMF	H64-M16-F4	107	126	1	b21:hmf_refine:H64-M16-F4:284	hmf_refine	false	
b21:HMF:h107:m127	b21	HMF	H64-M16-F4	107	127	1	b21:hmf_refine:H64-M16-F4:285	hmf_refine	false	
b21:HMF:h107:m128	b21	HMF	H64-M16-F4	107	128	1	b21:hmf_refine:H64-M16-F4:286	hmf_refine	false	
b21:HMF:h108:m126	b21	HMF	H64-M16-F4	108	126	1	b21:hmf_refine:H64-M16-F4:278	hmf_refine	false	
b21:HMF:h108:m127	b21	HMF	H64-M16-F4	108	127	1	b21:hmf_refine:H64-M16-F4:279	hmf_refine	false	
b21:HMF:h108:m128	b21	HMF	H64-M16-F4	108	128	1	b21:hmf_refine:H64-M16-F4:280	hmf_refine	false	
b21:HMF:h109:m127	b21	HMF	H64-M16-F4	109	127	1	b21:hmf_refine:H64-M16-F4:270	hmf_refine	false	
b21:HMF:h109:m129	b21	HMF	H64-M16-F4	109	129	1	b21:hmf_refine:H64-M16-F4:271	hmf_refine	false	
b21:HMF:h109:m131	b21	HMF	H64-M16-F4	109	131	1	b21:hmf_refine:H64-M16-F4:272	hmf_refine	false	
b21:HMF:h111:m117	b21	HMF	H64-M16-F4	111	117	1	b21:hmf_refine:H64-M16-F4:301	hmf_refine	false	
b21:HMF:h111:m122	b21	HMF	H64-M16-F4	111	122	1	b21:hmf_refine:H64-M16-F4:302	hmf_refine	false	
b21:HMF:h111:m127	b21	HMF	H64-M16-F4	111	127	1	b21:hmf_refine:H64-M16-F4:303	hmf_refine	false	
b21:HMF:h111:m132	b21	HMF	H64-M16-F4	111	132	1	b21:hmf_refine:H64-M16-F4:304	hmf_refine	false	
b21:HMF:h111:m137	b21	HMF	H64-M16-F4	111	137	1	b21:hmf_refine:H64-M16-F4:305	hmf_refine	false	
b21:HMF:h112:m119	b21	HMF	H64-M16-F4	112	119	1	b21:hmf_refine:H64-M16-F4:241	hmf_refine	false	
b21:HMF:h112:m121	b21	HMF	H64-M16-F4	112	121	1	b21:hmf_refine:H64-M16-F4:260	hmf_refine	false	
b21:HMF:h112:m125	b21	HMF	H64-M16-F4	112	125	1	b21:hmf_refine:H64-M16-F4:252	hmf_refine	false	
b21:HMF:h112:m129	b21	HMF	H64-M16-F4	112	129	1	b21:hmf_refine:H64-M16-F4:261	hmf_refine	false	
b21:HMF:h112:m132	b21	HMF	H64-M16-F4	112	132	1	b21:hmf_refine:H64-M16-F4:242	hmf_refine	false	
b21:HMF:h112:m139	b21	HMF	H64-M16-F4	112	139	1	b21:hmf_refine:H64-M16-F4:253	hmf_refine	false	
b21:HMF:h113:m130	b21	HMF	H64-M16-F4	113	130	1	b21:hmf_refine:H64-M16-F4:15	hmf_refine	false	
b21:HMF:h116:m117	b21	HMF	H64-M16-F4	116	117	1	b21:hmf_refine:H64-M16-F4:306	hmf_refine	false	
b21:HMF:h116:m122	b21	HMF	H64-M16-F4	116	122	1	b21:hmf_refine:H64-M16-F4:307	hmf_refine	false	
b21:HMF:h116:m127	b21	HMF	H64-M16-F4	116	127	1	b21:hmf_refine:H64-M16-F4:308	hmf_refine	false	
b21:HMF:h116:m132	b21	HMF	H64-M16-F4	116	132	1	b21:hmf_refine:H64-M16-F4:309	hmf_refine	false	
b21:HMF:h116:m137	b21	HMF	H64-M16-F4	116	137	1	b21:hmf_refine:H64-M16-F4:310	hmf_refine	false	
b21:HMF:h118:m121	b21	HMF	H64-M16-F4	118	121	1	b21:hmf_refine:H64-M16-F4:262	hmf_refine	false	
b21:HMF:h118:m125	b21	HMF	H64-M16-F4	118	125	1	b21:hmf_refine:H64-M16-F4:263	hmf_refine	false	
b21:HMF:h118:m129	b21	HMF	H64-M16-F4	118	129	1	b21:hmf_refine:H64-M16-F4:264	hmf_refine	false	
b21:HMF:h124:m125	b21	HMF	H64-M16-F4	124	125	1	b21:hmf_refine:H64-M16-F4:254	hmf_refine	false	
b21:HMF:h124:m132	b21	HMF	H64-M16-F4	124	132	1	b21:hmf_refine:H64-M16-F4:255	hmf_refine	false	
b21:HMF:h124:m139	b21	HMF	H64-M16-F4	124	139	1	b21:hmf_refine:H64-M16-F4:256	hmf_refine	false	
b21:HMF:h135:m1	b21	HMF	H64-M16-F4	135	1	1	b21:hmf_coarse:H64-M16-F4:64	hmf_coarse	false	
b21:HMF:h135:m106	b21	HMF	H64-M16-F4	135	106	1	b21:hmf_refine:H64-M16-F4:233	hmf_refine	false	
b21:HMF:h135:m107	b21	HMF	H64-M16-F4	135	107	1	b21:hmf_refine:H64-M16-F4:158	hmf_refine	false	
b21:HMF:h135:m111	b21	HMF	H64-M16-F4	135	111	1	b21:hmf_coarse:H64-M16-F4:69	hmf_coarse	false	
b21:HMF:h135:m117	b21	HMF	H64-M16-F4	135	117	1	b21:hmf_refine:H64-M16-F4:7	hmf_refine	false	
b21:HMF:h135:m119	b21	HMF	H64-M16-F4	135	119	1	b21:hmf_refine:H64-M16-F4:244	hmf_refine	false	
b21:HMF:h135:m132	b21	HMF	H64-M16-F4	135	132	1	b21:hmf_refine:H64-M16-F4:234	hmf_refine	false	
b21:HMF:h135:m133	b21	HMF	H64-M16-F4	135	133	2	b21:hmf_coarse:H64-M16-F4:70|b21:hmf_refine:H64-M16-F4:159	hmf_coarse|hmf_refine	false	
b21:HMF:h135:m22	b21	HMF	H64-M16-F4	135	22	1	b21:hmf_coarse:H64-M16-F4:65	hmf_coarse	false	
b21:HMF:h135:m44	b21	HMF	H64-M16-F4	135	44	1	b21:hmf_coarse:H64-M16-F4:66	hmf_coarse	false	
b21:HMF:h135:m67	b21	HMF	H64-M16-F4	135	67	1	b21:hmf_coarse:H64-M16-F4:67	hmf_coarse	false	
