action_uid	circuit	action_scheme	mode_stack	h_patterns	m_patterns	repeat_measurement_count	source_candidate_uids	source_stages	outcome_conflict	outcome_conflict_fields
b22:HMF:h220:m65	b22	HMF	H64-M16-F4	220	65	1	b22:hmf_refine:H64-M16-F4:120	hmf_refine	false	
b22:HMF:h222:m53	b22	HMF	H64-M16-F4	222	53	1	b22:hmf_refine:H64-M16-F4:147	hmf_refine	false	
b22:HMF:h222:m58	b22	HMF	H64-M16-F4	222	58	1	b22:hmf_refine:H64-M16-F4:148	hmf_refine	false	
b22:HMF:h222:m59	b22	HMF	H64-M16-F4	222	59	1	b22:hmf_refine:H64-M16-F4:110	hmf_refine	false	
b22:HMF:h222:m63	b22	HMF	H64-M16-F4	222	63	1	b22:hmf_refine:H64-M16-F4:111	hmf_refine	false	
b22:HMF:h222:m67	b22	HMF	H64-M16-F4	222	67	1	b22:hmf_refine:H64-M16-F4:112	hmf_refine	false	
b22:HMF:h222:m68	b22	HMF	H64-M16-F4	222	68	1	b22:hmf_refine:H64-M16-F4:149	hmf_refine	false	
b22:HMF:h227:m53	b22	HMF	H64-M16-F4	227	53	1	b22:hmf_refine:H64-M16-F4:151	hmf_refine	false	
b22:HMF:h227:m56	b22	HMF	H64-M16-F4	227	56	1	b22:hmf_refine:H64-M16-F4:102	hmf_refine	false	
b22:HMF:h227:m58	b22	HMF	H64-M16-F4	227	58	1	b22:hmf_refine:H64-M16-F4:152	hmf_refine	false	
b22:HMF:h237:m1	b22	HMF	H64-M16-F4	237	1	1	b22:hmf_coarse:H64-M16-F4:127	hmf_coarse	false	
b22:HMF:h237:m14	b22	HMF	H64-M16-F4	237	14	1	b22:hmf_refine:H64-M16-F4:231	hmf_refine	false	
b22:HMF:h237:m21	b22	HMF	H64-M16-F4	237	21	1	b22:hmf_coarse:H64-M16-F4:128	hmf_coarse	false	
b22:HMF:h237:m36	b22	HMF	H64-M16-F4	237	36	1	b22:hmf_refine:H64-M16-F4:83	hmf_refine	false	
b22:HMF:h237:m41	b22	HMF	H64-M16-F4	237	41	1	b22:hmf_refine:H64-M16-F4:232	hmf_refine	false	
b22:HMF:h237:m42	b22	HMF	H64-M16-F4	237	42	1	b22:hmf_coarse:H64-M16-F4:129	hmf_coarse	false	
b22:HMF:h237:m49	b22	HMF	H64-M16-F4	237	49	1	b22:hmf_refine:H64-M16-F4:92	hmf_refine	false	
b22:HMF:h237:m63	b22	HMF	H64-M16-F4	237	63	2	b22:hmf_coarse:H64-M16-F4:130|b22:hmf_refine:H64-M16-F4:84	hmf_coarse|hmf_refine	false	
b22:HMF:h256:m27	b22	HMF	H64-M16-F4	256	27	1	b22:hmf_refine:H64-M16-F4:240	hmf_refine	false	
b22:HMF:h256:m41	b22	HMF	H64-M16-F4	256	41	1	b22:hmf_refine:H64-M16-F4:241	hmf_refine	false	
b22:HMF:h256:m55	b22	HMF	H64-M16-F4	256	55	1	b22:hmf_refine:H64-M16-F4:242	hmf_refine	false	
b22:HMF:h257:m49	b22	HMF	H64-M16-F4	257	49	1	b22:hmf_refine:H64-M16-F4:94	hmf_refine	false	
b22:HMF:h263:m31	b22	HMF	H64-M16-F4	263	31	1	b22:hmf_refine:H64-M16-F4:285	hmf_refine	false	
b22:HMF:h263:m36	b22	HMF	H64-M16-F4	263	36	1	b22:hmf_refine:H64-M16-F4:286	hmf_refine	false	
b22:HMF:h263:m41	b22	HMF	H64-M16-F4	263	41	1	b22:hmf_refine:H64-M16-F4:287	hmf_refine	false	
b22:HMF:h263:m46	b22	HMF	H64-M16-F4	263	46	1	b22:hmf_refine:H64-M16-F4:288	hmf_refine	false	
b22:HMF:h263:m51	b22	HMF	H64-M16-F4	263	51	1	b22:hmf_refine:H64-M16-F4:289	hmf_refine	false	
b22:HMF:h266:m34	b22	HMF	H64-M16-F4	266	34	1	b22:hmf_refine:H64-M16-F4:248	hmf_refine	false	
b22:HMF:h266:m41	b22	HMF	H64-M16-F4	266	41	1	b22:hmf_refine:H64-M16-F4:249	hmf_refine	false	
b22:HMF:h266:m48	b22	HMF	H64-M16-F4	266	48	1	b22:hmf_refine:H64-M16-F4:250	hmf_refine	false	
b22:HMF:h268:m31	b22	HMF	H64-M16-F4	268	31	1	b22:hmf_refine:H64-M16-F4:290	hmf_refine	false	
b22:HMF:h268:m36	b22	HMF	H64-M16-F4	268	36	1	b22:hmf_refine:H64-M16-F4:291	hmf_refine	false	
b22:HMF:h268:m41	b22	HMF	H64-M16-F4	268	41	1	b22:hmf_refine:H64-M16-F4:292	hmf_refine	false	
b22:HMF:h268:m46	b22	HMF	H64-M16-F4	268	46	1	b22:hmf_refine:H64-M16-F4:293	hmf_refine	false	
b22:HMF:h268:m51	b22	HMF	H64-M16-F4	268	51	1	b22:hmf_refine:H64-M16-F4:294	hmf_refine	false	
b22:HMF:h271:m37	b22	HMF	H64-M16-F4	271	37	1	b22:hmf_refine:H64-M16-F4:256	hmf_refine	false	
b22:HMF:h271:m40	b22	HMF	H64-M16-F4	271	40	1	b22:hmf_refine:H64-M16-F4:272	hmf_refine	false	
b22:HMF:h271:m41	b22	HMF	H64-M16-F4	271	41	1	b22:hmf_refine:H64-M16-F4:257	hmf_refine	false	
b22:HMF:h271:m42	b22	HMF	H64-M16-F4	271	42	1	b22:hmf_refine:H64-M16-F4:273	hmf_refine	false	
b22:HMF:h271:m45	b22	HMF	H64-M16-F4	271	45	1	b22:hmf_refine:H64-M16-F4:258	hmf_refine	false	
b22:HMF:h272:m40	b22	HMF	H64-M16-F4	272	40	1	b22:hmf_refine:H64-M16-F4:279	hmf_refine	false	
b22:HMF:h272:m41	b22	HMF	H64-M16-F4	272	41	1	b22:hmf_refine:H64-M16-F4:280	hmf_refine	false	
b22:HMF:h272:m42	b22	HMF	H64-M16-F4	272	42	1	b22:hmf_refine:H64-M16-F4:281	hmf_refine	false	
b22:HMF:h273:m31	b22	HMF	H64-M16-F4	273	31	1	b22:hmf_refine:H64-M16-F4:295	hmf_refine	false	
b22:HMF:h273:m36	b22	HMF	H64-M16-F4	273	36	1	b22:hmf_refine:H64-M16-F4:296	hmf_refine	false	
b22:HMF:h273:m39	b22	HMF	H64-M16-F4	273	39	1	b22:hmf_refine:H64-M16-F4:264	hmf_refine	false	
b22:HMF:h273:m40	b22	HMF	H64-M16-F4	273	40	1	b22:hmf_refine:H64-M16-F4:274	hmf_refine	false	
b22:HMF:h273:m41	b22	HMF	H64-M16-F4	273	41	1	b22:hmf_refine:H64-M16-F4:265	hmf_refine	false	
b22:HMF:h273:m42	b22	HMF	H64-M16-F4	273	42	1	b22:hmf_refine:H64-M16-F4:275	hmf_refine	false	
b22:HMF:h274:m40	b22	HMF	H64-M16-F4	274	40	1	b22:hmf_refine:H64-M16-F4:282	hmf_refine	false	
b22:HMF:h274:m41	b22	HMF	H64-M16-F4	274	41	1	b22:hmf_refine:H64-M16-F4:283	hmf_refine	false	
b22:HMF:h274:m42	b22	HMF	H64-M16-F4	274	42	1	b22:hmf_refine:H64-M16-F4:284	hmf_refine	false	
b22:HMF:h275:m40	b22	HMF	H64-M16-F4	275	40	1	b22:hmf_refine:H64-M16-F4:276	hmf_refine	false	
b22:HMF:h275:m41	b22	HMF	H64-M16-F4	275	41	1	b22:hmf_refine:H64-M16-F4:277	hmf_refine	false	
b22:HMF:h275:m42	b22	HMF	H64-M16-F4	275	42	1	b22:hmf_refine:H64-M16-F4:278	hmf_refine	false	
b22:HMF:h276:m1	b22	HMF	H64-M16-F4	276	1	1	b22:hmf_coarse:H64-M16-F4:148	hmf_coarse	false	
b22:HMF:h276:m14	b22	HMF	H64-M16-F4	276	14	1	b22:hmf_refine:H64-M16-F4:234	hmf_refine	false	
b22:HMF:h276:m21	b22	HMF	H64-M16-F4	276	21	1	b22:hmf_coarse:H64-M16-F4:149	hmf_coarse	false	
b22:HMF:h276:m27	b22	HMF	H64-M16-F4	276	27	1	b22:hmf_refine:H64-M16-F4:243	hmf_refine	false	
b22:HMF:h276:m34	b22	HMF	H64-M16-F4	276	34	1	b22:hmf_refine:H64-M16-F4:251	hmf_refine	false	
b22:HMF:h276:m36	b22	HMF	H64-M16-F4	276	36	1	b22:hmf_refine:H64-M16-F4:86	hmf_refine	false	
b22:HMF:h276:m37	b22	HMF	H64-M16-F4	276	37	1	b22:hmf_refine:H64-M16-F4:259	hmf_refine	false	
b22:HMF:h276:m39	b22	HMF	H64-M16-F4	276	39	1	b22:hmf_refine:H64-M16-F4:267	hmf_refine	false	
b22:HMF:h276:m41	b22	HMF	H64-M16-F4	276	41	2	b22:hmf_coarse:H64-M16-F4:150|b22:hmf_refine:H64-M16-F4:235	hmf_coarse|hmf_refine	false	
b22:HMF:h276:m43	b22	HMF	H64-M16-F4	276	43	1	b22:hmf_refine:H64-M16-F4:268	hmf_refine	false	
b22:HMF:h276:m45	b22	HMF	H64-M16-F4	276	45	1	b22:hmf_refine:H64-M16-F4:260	hmf_refine	false	
b22:HMF:h276:m48	b22	HMF	H64-M16-F4	276	48	1	b22:hmf_refine:H64-M16-F4:252	hmf_refine	false	
b22:HMF:h278:m31	b22	HMF	H64-M16-F4	278	31	1	b22:hmf_refine:H64-M16-F4:299	hmf_refine	false	
b22:HMF:h278:m36	b22	HMF	H64-M16-F4	278	36	1	b22:hmf_refine:H64-M16-F4:300	hmf_refine	false	
b22:HMF:h278:m41	b22	HMF	H64-M16-F4	278	41	1	b22:hmf_refine:H64-M16-F4:301	hmf_refine	false	
b22:HMF:h278:m46	b22	HMF	H64-M16-F4	278	46	1	b22:hmf_refine:H64-M16-F4:302	hmf_refine	false	
b22:HMF:h279:m39	b22	HMF	H64-M16-F4	279	39	1	b22:hmf_refine:H64-M16-F4:269	hmf_refine	false	
b22:HMF:h279:m41	b22	HMF	H64-M16-F4	279	41	1	b22:hmf_refine:H64-M16-F4:270	hmf_refine	false	
b22:HMF:h279:m43	b22	HMF	H64-M16-F4	279	43	1	b22:hmf_refine:H64-M16-F4:271	hmf_refine	false	
b22:HMF:h281:m37	b22	HMF	H64-M16-F4	281	37	1	b22:hmf_refine:H64-M16-F4:261	hmf_refine	false	
b22:HMF:h281:m41	b22	HMF	H64-M16-F4	281	41	1	b22:hmf_refine:H64-M16-F4:262	hmf_refine	false	
b22:HMF:h281:m45	b22	HMF	H64-M16-F4	281	45	1	b22:hmf_refine:H64-M16-F4:263	hmf_refine	false	
b22:HMF:h283:m31	b22	HMF	H64-M16-F4	283	31	1	b22:hmf_refine:H64-M16-F4:304	hmf_refine	false	
b22:HMF:h283:m36	b22	HMF	H64-M16-F4	283	36	1	b22:hmf_refine:H64-M16-F4:305	hmf_refine	false	
b22:HMF:h283:m41	b22	HMF	H64-M16-F4	283	41	1	b22:hmf_refine:H64-M16-F4:306	hmf_refine	false	
b22:HMF:h286:m34	b22	HMF	H64-M16-F4	286	34	1	b22:hmf_refine:H64-M16-F4:253	hmf_refine	false	
b22:HMF:h286:m41	b22	HMF	H64-M16-F4	286	41	1	b22:hmf_refine:H64-M16-F4:254	hmf_refine	false	
b22:HMF:h296:m27	b22	HMF	H64-M16-F4	296	27	1	b22:hmf_refine:H64-M16-F4:245	hmf_refine	false	
b22:HMF:h296:m41	b22	HMF	H64-M16-F4	296	41	1	b22:hmf_refine:H64-M16-F4:246	hmf_refine	false	
b22:HMF:h315:m14	b22	HMF	H64-M16-F4	315	14	1	b22:hmf_refine:H64-M16-F4:237	hmf_refine	false	
b22:HMF:h315:m41	b22	HMF	H64-M16-F4	315	41	1	b22:hmf_refine:H64-M16-F4:238	hmf_refine	false	
b22:HMF:h316:m1	b22	HMF	H64-M16-F4	316	1	1	b22:hmf_coarse:H64-M16-F4:169	hmf_coarse	false	
b22:HMF:h316:m20	b22	HMF	H64-M16-F4	316	20	1	b22:hmf_coarse:H64-M16-F4:170	hmf_coarse	false	
b22:HMF:h316:m41	b22	HMF	H64-M16-F4	316	41	1	b22:hmf_coarse:H64-M16-F4:171	hmf_coarse	false	
b22:HMF:h355:m1	b22	HMF	H64-M16-F4	355	1	1	b22:hmf_coarse:H64-M16-F4:190	hmf_coarse	false	
b22:HMF:h355:m20	b22	HMF	H64-M16-F4	355	20	1	b22:hmf_coarse:H64-M16-F4:191	hmf_coarse	false	
b22:HMF:h39:m1	b22	HMF	H64-M16-F4	39	1	1	b22:hmf_coarse:H64-M16-F4:22	hmf_coarse	false	
b22:HMF:h39:m104	b22	HMF	H64-M16-F4	39	104	1	b22:hmf_refine:H64-M16-F4:309	hmf_refine	false	
b22:HMF:h39:m105	b22	HMF	H64-M16-F4	39	105	1	b22:hmf_coarse:H64-M16-F4:26	hmf_coarse	false	
b22:HMF:h39:m117	b22	HMF	H64-M16-F4	39	117	1	b22:hmf_refine:H64-M16-F4:318	hmf_refine	false	
b22:HMF:h39:m131	b22	HMF	H64-M16-F4	39	131	2	b22:hmf_coarse:H64-M16-F4:27|b22:hmf_refine:H64-M16-F4:310	hmf_coarse|hmf_refine	false	
b22:HMF:h39:m145	b22	HMF	H64-M16-F4	39	145	1	b22:hmf_refine:H64-M16-F4:319	hmf_refine	false	
b22:HMF:h39:m26	b22	HMF	H64-M16-F4	39	26	1	b22:hmf_coarse:H64-M16-F4:23	hmf_coarse	false	
b22:HMF:h39:m52	b22	HMF	H64-M16-F4	39	52	1	b22:hmf_coarse:H64-M16-F4:24	hmf_coarse	false	
b22:HMF:h39:m78	b22	HMF	H64-M16-F4	39	78	1	b22:hmf_coarse:H64-M16-F4:25	hmf_coarse	false	
b22:HMF:h395:m1	b22	HMF	H64-M16-F4	395	1	1	b22:hmf_coarse:H64-M16-F4:211	hmf_coarse	false	
b22:HMF:h395:m20	b22	HMF	H64-M16-F4	395	20	1	b22:hmf_coarse:H64-M16-F4:212	hmf_coarse	false	
b22:HMF:h434:m1	b22	HMF	H64-M16-F4	434	1	1	b22:hmf_coarse:H64-M16-F4:232	hmf_coarse	false	
b22:HMF:h434:m19	b22	HMF	H64-M16-F4	434	19	1	b22:hmf_coarse:H64-M16-F4:233	hmf_coarse	false	
b22:HMF:h473:m1	b22	HMF	H64-M16-F4	473	1	1	b22:hmf_coarse:H64-M16-F4:253	hmf_coarse	false	
b22:HMF:h473:m18	b22	HMF	H64-M16-F4	473	18	1	b22:hmf_coarse:H64-M16-F4:254	hmf_coarse	false	
b22:HMF:h49:m114	b22	HMF	H64-M16-F4	49	114	1	b22:hmf_refine:H64-M16-F4:360	hmf_refine	false	
b22:HMF:h49:m119	b22	HMF	H64-M16-F4	49	119	1	b22:hmf_refine:H64-M16-F4:361	hmf_refine	false	
b22:HMF:h49:m124	b22	HMF	H64-M16-F4	49	124	1	b22:hmf_refine:H64-M16-F4:323	hmf_refine	false	
b22:HMF:h49:m129	b22	HMF	H64-M16-F4	49	129	1	b22:hmf_refine:H64-M16-F4:362	hmf_refine	false	
b22:HMF:h49:m131	b22	HMF	H64-M16-F4	49	131	1	b22:hmf_refine:H64-M16-F4:324	hmf_refine	false	
b22:HMF:h49:m134	b22	HMF	H64-M16-F4	49	134	1	b22:hmf_refine:H64-M16-F4:363	hmf_refine	false	
b22:HMF:h49:m138	b22	HMF	H64-M16-F4	49	138	1	b22:hmf_refine:H64-M16-F4:325	hmf_refine	false	
b22:HMF:h513:m1	b22	HMF	H64-M16-F4	513	1	1	b22:hmf_coarse:H64-M16-F4:274	hmf_coarse	false	
b22:HMF:h513:m17	b22	HMF	H64-M16-F4	513	17	1	b22:hmf_coarse:H64-M16-F4:275	hmf_coarse	false	
b22:HMF:h54:m114	b22	HMF	H64-M16-F4	54	114	1	b22:hmf_refine:H64-M16-F4:364	hmf_refine	false	
b22:HMF:h54:m119	b22	HMF	H64-M16-F4	54	119	1	b22:hmf_refine:H64-M16-F4:365	hmf_refine	false	
b22:HMF:h54:m120	b22	HMF	H64-M16-F4	54	120	1	b22:hmf_refine:H64-M16-F4:331	hmf_refine	false	
b22:HMF:h54:m124	b22	HMF	H64-M16-F4	54	124	1	b22:hmf_refine:H64-M16-F4:332	hmf_refine	false	
b22:HMF:h54:m128	b22	HMF	H64-M16-F4	54	128	1	b22:hmf_refine:H64-M16-F4:333	hmf_refine	false	
b22:HMF:h54:m129	b22	HMF	H64-M16-F4	54	129	1	b22:hmf_refine:H64-M16-F4:366	hmf_refine	false	
b22:HMF:h54:m134	b22	HMF	H64-M16-F4	54	134	1	b22:hmf_refine:H64-M16-F4:367	hmf_refine	false	
b22:HMF:h552:m1	b22	HMF	H64-M16-F4	552	1	1	b22:hmf_coarse:H64-M16-F4:295	hmf_coarse	false	
b22:HMF:h56:m122	b22	HMF	H64-M16-F4	56	122	1	b22:hmf_refine:H64-M16-F4:339	hmf_refine	false	
b22:HMF:h56:m124	b22	HMF	H64-M16-F4	56	124	1	b22:hmf_refine:H64-M16-F4:340	hmf_refine	false	
b22:HMF:h56:m126	b22	HMF	H64-M16-F4	56	126	1	b22:hmf_refine:H64-M16-F4:341	hmf_refine	false	
b22:HMF:h57:m123	b22	HMF	H64-M16-F4	57	123	1	b22:hmf_refine:H64-M16-F4:346	hmf_refine	false	
b22:HMF:h57:m124	b22	HMF	H64-M16-F4	57	124	1	b22:hmf_refine:H64-M16-F4:347	hmf_refine	false	
b22:HMF:h57:m125	b22	HMF	H64-M16-F4	57	125	1	b22:hmf_refine:H64-M16-F4:348	hmf_refine	false	
b22:HMF:h58:m123	b22	HMF	H64-M16-F4	58	123	1	b22:hmf_refine:H64-M16-F4:354	hmf_refine	false	
b22:HMF:h58:m124	b22	HMF	H64-M16-F4	58	124	1	b22:hmf_refine:H64-M16-F4:355	hmf_refine	false	
b22:HMF:h58:m125	b22	HMF	H64-M16-F4	58	125	1	b22:hmf_refine:H64-M16-F4:356	hmf_refine	false	
b22:HMF:h59:m108	b22	HMF	H64-M16-F4	59	108	1	b22:hmf_refine:H64-M16-F4:164	hmf_refine	false	
b22:HMF:h59:m114	b22	HMF	H64-M16-F4	59	114	1	b22:hmf_refine:H64-M16-F4:368	hmf_refine	false	
b22:HMF:h59:m117	b22	HMF	H64-M16-F4	59	117	1	b22:hmf_refine:H64-M16-F4:320	hmf_refine	false	
b22:HMF:h59:m119	b22	HMF	H64-M16-F4	59	119	1	b22:hmf_refine:H64-M16-F4:369	hmf_refine	false	
b22:HMF:h59:m120	b22	HMF	H64-M16-F4	59	120	1	b22:hmf_refine:H64-M16-F4:334	hmf_refine	false	
b22:HMF:h59:m122	b22	HMF	H64-M16-F4	59	122	1	b22:hmf_refine:H64-M16-F4:165	hmf_refine	false	
b22:HMF:h59:m123	b22	HMF	H64-M16-F4	59	123	1	b22:hmf_refine:H64-M16-F4:349	hmf_refine	false	
b22:HMF:h59:m124	b22	HMF	H64-M16-F4	59	124	1	b22:hmf_refine:H64-M16-F4:326	hmf_refine	false	
b22:HMF:h59:m125	b22	HMF	H64-M16-F4	59	125	1	b22:hmf_refine:H64-M16-F4:350	hmf_refine	false	
b22:HMF:h59:m126	b22	HMF	H64-M16-F4	59	126	1	b22:hmf_refine:H64-M16-F4:342	hmf_refine	false	
b22:HMF:h59:m128	b22	HMF	H64-M16-F4	59	128	1	b22:hmf_refine:H64-M16-F4:335	hmf_refine	false	
b22:HMF:h59:m129	b22	HMF	H64-M16-F4	59	129	1	b22:hmf_refine:H64-M16-F4:370	hmf_refine	false	
b22:HMF:h59:m131	b22	HMF	H64-M16-F4	59	131	1	b22:hmf_refine:H64-M16-F4:321	hmf_refine	false	
b22:HMF:h59:m134	b22	HMF	H64-M16-F4	59	134	1	b22:hmf_refine:H64-M16-F4:371	hmf_refine	false	
b22:HMF:h59:m136	b22	HMF	H64-M16-F4	59	136	1	b22:hmf_refine:H64-M16-F4:166	hmf_refine	false	
b22:HMF:h592:m1	b22	HMF	H64-M16-F4	592	1	1	b22:hmf_coarse:H64-M16-F4:316	hmf_coarse	false	
b22:HMF:h60:m123	b22	HMF	H64-M16-F4	60	123	1	b22:hmf_refine:H64-M16-F4:357	hmf_refine	false	
b22:HMF:h60:m124	b22	HMF	H64-M16-F4	60	124	1	b22:hmf_refine:H64-M16-F4:358	hmf_refine	false	
b22:HMF:h60:m125	b22	HMF	H64-M16-F4	60	125	1	b22:hmf_refine:H64-M16-F4:359	hmf_refine	false	
b22:HMF:h61:m123	b22	HMF	H64-M16-F4	61	123	1	b22:hmf_refine:H64-M16-F4:351	hmf_refine	false	
b22:HMF:h61:m124	b22	HMF	H64-M16-F4	61	124	1	b22:hmf_refine:H64-M16-F4:352	hmf_refine	false	
b22:HMF:h61:m125	b22	HMF	H64-M16-F4	61	125	1	b22:hmf_refine:H64-M16-F4:353	hmf_refine	false	
b22:HMF:h62:m122	b22	HMF	H64-M16-F4	62	122	1	b22:hmf_refine:H64-M16-F4:343	hmf_refine	false	
b22:HMF:h62:m124	b22	HMF	H64-M16-F4	62	124	1	b22:hmf_refine:H64-M16-F4:344	hmf_refine	false	
b22:HMF:h62:m126	b22	HMF	H64-M16-F4	62	126	1	b22:hmf_refine:H64-M16-F4:345	hmf_refine	false	
b22:HMF:h631:m1	b22	HMF	H64-M16-F4	631	1	1	b22:hmf_coarse:H64-M16-F4:337	hmf_coarse	false	
b22:HMF:h64:m114	b22	HMF	H64-M16-F4	64	114	1	b22:hmf_refine:H64-M16-F4:372	hmf_refine	false	
b22:HMF:h64:m119	b22	HMF	H64-M16-F4	64	119	1	b22:hmf_refine:H64-M16-F4:373	hmf_refine	false	
b22:HMF:h64:m120	b22	HMF	H64-M16-F4	64	120	1	b22:hmf_refine:H64-M16-F4:336	hmf_refine	false	
b22:HMF:h64:m124	b22	HMF	H64-M16-F4	64	124	1	b22:hmf_refine:H64-M16-F4:337	hmf_refine	false	
b22:HMF:h64:m128	b22	HMF	H64-M16-F4	64	128	1	b22:hmf_refine:H64-M16-F4:338	hmf_refine	false	
b22:HMF:h64:m129	b22	HMF	H64-M16-F4	64	129	1	b22:hmf_refine:H64-M16-F4:374	hmf_refine	false	
b22:HMF:h64:m134	b22	HMF	H64-M16-F4	64	134	1	b22:hmf_refine:H64-M16-F4:375	hmf_refine	false	
b22:HMF:h671:m1	b22	HMF	H64-M16-F4	671	1	1	b22:hmf_coarse:H64-M16-F4:358	hmf_coarse	false	
b22:HMF:h69:m114	b22	HMF	H64-M16-F4	69	114	1	b22:hmf_refine:H64-M16-F4:376	hmf_refine	false	
b22:HMF:h69:m119	b22	HMF	H64-M16-F4	69	119	1	b22:hmf_refine:H64-M16-F4:377	hmf_refine	false	
b22:HMF:h69:m124	b22	HMF	H64-M16-F4	69	124	1	b22:hmf_refine:H64-M16-F4:328	hmf_refine	false	
b22:HMF:h69:m129	b22	HMF	H64-M16-F4	69	129	1	b22:hmf_refine:H64-M16-F4:378	hmf_refine	false	
b22:HMF:h69:m131	b22	HMF	H64-M16-F4	69	131	1	b22:hmf_refine:H64-M16-F4:329	hmf_refine	false	
b22:HMF:h69:m134	b22	HMF	H64-M16-F4	69	134	1	b22:hmf_refine:H64-M16-F4:379	hmf_refine	false	
b22:HMF:h69:m138	b22	HMF	H64-M16-F4	69	138	1	b22:hmf_refine:H64-M16-F4:330	hmf_refine	false	
b22:HMF:h710:m1	b22	HMF	H64-M16-F4	710	1	1	b22:hmf_coarse:H64-M16-F4:379	hmf_coarse	false	
b22:HMF:h750:m1	b22	HMF	H64-M16-F4	750	1	1	b22:hmf_coarse:H64-M16-F4:400	hmf_coarse	false	
b22:HMF:h78:m104	b22	HMF	H64-M16-F4	78	104	1	b22:hmf_refine:H64-M16-F4:312	hmf_refine	false	
b22:HMF:h789:m1	b22	HMF	H64-M16-F4	789	1	1	b22:hmf_coarse:H64-M16-F4:421	hmf_coarse	false	
b22:HMF:h79:m1	b22	HMF	H64-M16-F4	79	1	1	b22:hmf_coarse:H64-M16-F4:43	hmf_coarse	false	
b22:HMF:h79:m108	b22	HMF	H64-M16-F4	79	108	1	b22:hmf_refine:H64-M16-F4:167	hmf_refine	false	
b22:HMF:h79:m121	b22	HMF	H64-M16-F4	79	121	1	b22:hmf_coarse:H64-M16-F4:48	hmf_coarse	false	
b22:HMF:h79:m122	b22	HMF	H64-M16-F4	79	122	1	b22:hmf_refine:H64-M16-F4:157	hmf_refine	false	
b22:HMF:h79:m24	b22	HMF	H64-M16-F4	79	24	1	b22:hmf_coarse:H64-M16-F4:44	hmf_coarse	false	
b22:HMF:h79:m48	b22	HMF	H64-M16-F4	79	48	1	b22:hmf_coarse:H64-M16-F4:45	hmf_coarse	false	
b22:HMF:h79:m68	b22	HMF	H64-M16-F4	79	68	1	b22:hmf_refine:H64-M16-F4:155	hmf_refine	false	
b22:HMF:h79:m73	b22	HMF	H64-M16-F4	79	73	1	b22:hmf_coarse:H64-M16-F4:46	hmf_coarse	false	
b22:HMF:h79:m95	b22	HMF	H64-M16-F4	79	95	1	b22:hmf_refine:H64-M16-F4:156	hmf_refine	false	
b22:HMF:h79:m97	b22	HMF	H64-M16-F4	79	97	1	b22:hmf_coarse:H64-M16-F4:47	hmf_coarse	false	
b22:HMF:h89:m101	b22	HMF	H64-M16-F4	89	101	1	b22:hmf_refine:H64-M16-F4:172	hmf_refine	false	
b22:HMF:h89:m106	b22	HMF	H64-M16-F4	89	106	1	b22:hmf_refine:H64-M16-F4:211	hmf_refine	false	
b22:HMF:h89:m108	b22	HMF	H64-M16-F4	89	108	1	b22:hmf_refine:H64-M16-F4:173	hmf_refine	false	
b22:HMF:h89:m111	b22	HMF	H64-M16-F4	89	111	1	b22:hmf_refine:H64-M16-F4:212	hmf_refine	false	
b22:HMF:h89:m115	b22	HMF	H64-M16-F4	89	115	1	b22:hmf_refine:H64-M16-F4:174	hmf_refine	false	
b22:HMF:h89:m116	b22	HMF	H64-M16-F4	89	116	1	b22:hmf_refine:H64-M16-F4:213	hmf_refine	false	
b22:HMF:h89:m96	b22	HMF	H64-M16-F4	89	96	1	b22:hmf_refine:H64-M16-F4:210	hmf_refine	false	
b22:HMF:h94:m101	b22	HMF	H64-M16-F4	94	101	1	b22:hmf_refine:H64-M16-F4:215	hmf_refine	false	
b22:HMF:h94:m104	b22	HMF	H64-M16-F4	94	104	1	b22:hmf_refine:H64-M16-F4:180	hmf_refine	false	
b22:HMF:h94:m106	b22	HMF	H64-M16-F4	94	106	1	b22:hmf_refine:H64-M16-F4:216	hmf_refine	false	
b22:HMF:h94:m108	b22	HMF	H64-M16-F4	94	108	1	b22:hmf_refine:H64-M16-F4:181	hmf_refine	false	
b22:HMF:h94:m111	b22	HMF	H64-M16-F4	94	111	1	b22:hmf_refine:H64-M16-F4:217	hmf_refine	false	
b22:HMF:h94:m112	b22	HMF	H64-M16-F4	94	112	1	b22:hmf_refine:H64-M16-F4:182	hmf_refine	false	
b22:HMF:h94:m116	b22	HMF	H64-M16-F4	94	116	1	b22:hmf_refine:H64-M16-F4:218	hmf_refine	false	
b22:HMF:h94:m96	b22	HMF	H64-M16-F4	94	96	1	b22:hmf_refine:H64-M16-F4:214	hmf_refine	false	
b22:HMF:h96:m102	b22	HMF	H64-M16-F4	96	102	1	b22:hmf_refine:H64-M16-F4:188	hmf_refine	false	
b22:HMF:h96:m104	b22	HMF	H64-M16-F4	96	104	1	b22:hmf_refine:H64-M16-F4:189	hmf_refine	false	
b22:HMF:h96:m106	b22	HMF	H64-M16-F4	96	106	1	b22:hmf_refine:H64-M16-F4:190	hmf_refine	false	
b22:HMF:h97:m105	b22	HMF	H64-M16-F4	97	105	1	b22:hmf_refine:H64-M16-F4:196	hmf_refine	false	
b22:HMF:h97:m106	b22	HMF	H64-M16-F4	97	106	1	b22:hmf_refine:H64-M16-F4:197	hmf_refine	false	
b22:HMF:h97:m107	b22	HMF	H64-M16-F4	97	107	1	b22:hmf_refine:H64-M16-F4:198	hmf_refine	false	
